season,date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,is_cup_final,visitor_margin,home_margin,visitor_win,home_win,grouped_date_id,unique_game_id,home_wl,visitor_wl,home_result,visitor_result
1997,1997-06-21,Houston Comets,76,Cleveland Rockers,56,0,20.0,-20.0,1,0,1,1,L,W,L 56-76 vs. Houston Comets,W 76-56 @ Cleveland Rockers
1997,1997-06-21,New York Liberty,67,Los Angeles Sparks,57,0,10.0,-10.0,1,0,1,2,L,W,L 57-67 vs. New York Liberty,W 67-57 @ Los Angeles Sparks
1997,1997-06-21,Sacramento Monarchs,70,Utah Starzz,60,0,10.0,-10.0,1,0,1,3,L,W,L 60-70 vs. Sacramento Monarchs,W 70-60 @ Utah Starzz
1997,1997-06-22,Charlotte Sting,59,Phoenix Mercury,76,0,-17.0,17.0,0,1,2,4,W,L,W 76-59 vs. Charlotte Sting,L 59-76 @ Phoenix Mercury
1997,1997-06-23,New York Liberty,73,Sacramento Monarchs,62,0,11.0,-11.0,1,0,3,5,L,W,L 62-73 vs. New York Liberty,W 73-62 @ Sacramento Monarchs
1997,1997-06-23,Los Angeles Sparks,89,Utah Starzz,102,0,-13.0,13.0,0,1,3,6,W,L,W 102-89 vs. Los Angeles Sparks,L 89-102 @ Utah Starzz
1997,1997-06-24,Phoenix Mercury,55,Houston Comets,72,0,-17.0,17.0,0,1,4,7,W,L,W 72-55 vs. Phoenix Mercury,L 55-72 @ Houston Comets
1997,1997-06-25,Charlotte Sting,54,Los Angeles Sparks,74,0,-20.0,20.0,0,1,5,8,W,L,W 74-54 vs. Charlotte Sting,L 54-74 @ Los Angeles Sparks
1997,1997-06-26,Charlotte Sting,70,Sacramento Monarchs,78,0,-8.0,8.0,0,1,6,9,W,L,W 78-70 vs. Charlotte Sting,L 70-78 @ Sacramento Monarchs
1997,1997-06-26,New York Liberty,62,Houston Comets,60,0,2.0,-2.0,1,0,6,10,L,W,L 60-62 vs. New York Liberty,W 62-60 @ Houston Comets
1997,1997-06-26,Utah Starzz,63,Cleveland Rockers,74,0,-11.0,11.0,0,1,6,11,W,L,W 74-63 vs. Utah Starzz,L 63-74 @ Cleveland Rockers
1997,1997-06-27,Sacramento Monarchs,92,Los Angeles Sparks,102,0,-10.0,10.0,0,1,7,12,W,L,W 102-92 vs. Sacramento Monarchs,L 92-102 @ Los Angeles Sparks
1997,1997-06-28,Houston Comets,76,Utah Starzz,58,0,18.0,-18.0,1,0,8,13,L,W,L 58-76 vs. Houston Comets,W 76-58 @ Utah Starzz
1997,1997-06-28,Phoenix Mercury,68,Cleveland Rockers,63,0,5.0,-5.0,1,0,8,14,L,W,L 63-68 vs. Phoenix Mercury,W 68-63 @ Cleveland Rockers
1997,1997-06-29,Phoenix Mercury,57,New York Liberty,65,0,-8.0,8.0,0,1,9,15,W,L,W 65-57 vs. Phoenix Mercury,L 57-65 @ New York Liberty
1997,1997-06-29,Cleveland Rockers,44,Charlotte Sting,67,0,-23.0,23.0,0,1,9,16,W,L,W 67-44 vs. Cleveland Rockers,L 44-67 @ Charlotte Sting
1997,1997-06-30,Los Angeles Sparks,66,Houston Comets,71,0,-5.0,5.0,0,1,10,17,W,L,W 71-66 vs. Los Angeles Sparks,L 66-71 @ Houston Comets
1997,1997-07-02,Utah Starzz,73,Sacramento Monarchs,68,0,5.0,-5.0,1,0,11,18,L,W,L 68-73 vs. Utah Starzz,W 73-68 @ Sacramento Monarchs
1997,1997-07-02,Houston Comets,67,New York Liberty,72,0,-5.0,5.0,0,1,11,19,W,L,W 72-67 vs. Houston Comets,L 67-72 @ New York Liberty
1997,1997-07-03,Los Angeles Sparks,74,Cleveland Rockers,62,0,12.0,-12.0,1,0,12,20,L,W,L 62-74 vs. Los Angeles Sparks,W 74-62 @ Cleveland Rockers
1997,1997-07-03,Phoenix Mercury,77,Utah Starzz,55,0,22.0,-22.0,1,0,12,21,L,W,L 55-77 vs. Phoenix Mercury,W 77-55 @ Utah Starzz
1997,1997-07-04,New York Liberty,65,Houston Comets,58,0,7.0,-7.0,1,0,13,22,L,W,L 58-65 vs. New York Liberty,W 65-58 @ Houston Comets
1997,1997-07-05,New York Liberty,66,Utah Starzz,53,0,13.0,-13.0,1,0,14,23,L,W,L 53-66 vs. New York Liberty,W 66-53 @ Utah Starzz
1997,1997-07-05,Los Angeles Sparks,66,Charlotte Sting,78,0,-12.0,12.0,0,1,14,24,W,L,W 78-66 vs. Los Angeles Sparks,L 66-78 @ Charlotte Sting
1997,1997-07-06,Cleveland Rockers,67,Sacramento Monarchs,70,0,-3.0,3.0,0,1,15,25,W,L,W 70-67 vs. Cleveland Rockers,L 67-70 @ Sacramento Monarchs
1997,1997-07-07,Sacramento Monarchs,79,Utah Starzz,69,0,10.0,-10.0,1,0,16,26,L,W,L 69-79 vs. Sacramento Monarchs,W 79-69 @ Utah Starzz
1997,1997-07-07,New York Liberty,50,Phoenix Mercury,69,0,-19.0,19.0,0,1,16,27,W,L,W 69-50 vs. New York Liberty,L 50-69 @ Phoenix Mercury
1997,1997-07-07,Cleveland Rockers,81,Los Angeles Sparks,70,0,11.0,-11.0,1,0,16,28,L,W,L 70-81 vs. Cleveland Rockers,W 81-70 @ Los Angeles Sparks
1997,1997-07-07,Charlotte Sting,56,Houston Comets,74,0,-18.0,18.0,0,1,16,29,W,L,W 74-56 vs. Charlotte Sting,L 56-74 @ Houston Comets
1997,1997-07-09,Houston Comets,64,Phoenix Mercury,69,0,-5.0,5.0,0,1,17,30,W,L,W 69-64 vs. Houston Comets,L 64-69 @ Phoenix Mercury
1997,1997-07-09,New York Liberty,69,Charlotte Sting,87,0,-18.0,18.0,0,1,17,31,W,L,W 87-69 vs. New York Liberty,L 69-87 @ Charlotte Sting
1997,1997-07-10,Charlotte Sting,48,New York Liberty,62,0,-14.0,14.0,0,1,18,32,W,L,W 62-48 vs. Charlotte Sting,L 48-62 @ New York Liberty
1997,1997-07-10,Sacramento Monarchs,61,Cleveland Rockers,77,0,-16.0,16.0,0,1,18,33,W,L,W 77-61 vs. Sacramento Monarchs,L 61-77 @ Cleveland Rockers
1997,1997-07-11,Utah Starzz,68,Los Angeles Sparks,75,0,-7.0,7.0,0,1,19,34,W,L,W 75-68 vs. Utah Starzz,L 68-75 @ Los Angeles Sparks
1997,1997-07-12,Phoenix Mercury,51,Utah Starzz,52,0,-1.0,1.0,0,1,20,35,W,L,W 52-51 vs. Phoenix Mercury,L 51-52 @ Utah Starzz
1997,1997-07-12,Sacramento Monarchs,61,Houston Comets,89,0,-28.0,28.0,0,1,20,36,W,L,W 89-61 vs. Sacramento Monarchs,L 61-89 @ Houston Comets
1997,1997-07-12,Cleveland Rockers,43,Charlotte Sting,72,0,-29.0,29.0,0,1,20,37,W,L,W 72-43 vs. Cleveland Rockers,L 43-72 @ Charlotte Sting
1997,1997-07-13,Phoenix Mercury,57,Los Angeles Sparks,56,0,1.0,-1.0,1,0,21,38,L,W,L 56-57 vs. Phoenix Mercury,W 57-56 @ Los Angeles Sparks
1997,1997-07-14,New York Liberty,68,Cleveland Rockers,57,0,11.0,-11.0,1,0,22,39,L,W,L 57-68 vs. New York Liberty,W 68-57 @ Cleveland Rockers
1997,1997-07-14,Utah Starzz,56,Houston Comets,79,0,-23.0,23.0,0,1,22,40,W,L,W 79-56 vs. Utah Starzz,L 56-79 @ Houston Comets
1997,1997-07-15,Los Angeles Sparks,73,Sacramento Monarchs,78,0,-5.0,5.0,0,1,23,41,W,L,W 78-73 vs. Los Angeles Sparks,L 73-78 @ Sacramento Monarchs
1997,1997-07-15,Cleveland Rockers,59,New York Liberty,76,0,-17.0,17.0,0,1,23,42,W,L,W 76-59 vs. Cleveland Rockers,L 59-76 @ New York Liberty
1997,1997-07-16,Utah Starzz,63,Charlotte Sting,75,0,-12.0,12.0,0,1,24,43,W,L,W 75-63 vs. Utah Starzz,L 63-75 @ Charlotte Sting
1997,1997-07-16,Houston Comets,52,Los Angeles Sparks,77,0,-25.0,25.0,0,1,24,44,W,L,W 77-52 vs. Houston Comets,L 52-77 @ Los Angeles Sparks
1997,1997-07-16,Sacramento Monarchs,67,Phoenix Mercury,84,0,-17.0,17.0,0,1,24,45,W,L,W 84-67 vs. Sacramento Monarchs,L 67-84 @ Phoenix Mercury
1997,1997-07-17,Charlotte Sting,47,Cleveland Rockers,65,0,-18.0,18.0,0,1,25,46,W,L,W 65-47 vs. Charlotte Sting,L 47-65 @ Cleveland Rockers
1997,1997-07-17,Utah Starzz,54,New York Liberty,80,0,-26.0,26.0,0,1,25,47,W,L,W 80-54 vs. Utah Starzz,L 54-80 @ New York Liberty
1997,1997-07-18,Houston Comets,82,Sacramento Monarchs,60,0,22.0,-22.0,1,0,26,48,L,W,L 60-82 vs. Houston Comets,W 82-60 @ Sacramento Monarchs
1997,1997-07-19,Los Angeles Sparks,57,New York Liberty,69,0,-12.0,12.0,0,1,27,49,W,L,W 69-57 vs. Los Angeles Sparks,L 57-69 @ New York Liberty
1997,1997-07-19,Utah Starzz,68,Cleveland Rockers,95,0,-27.0,27.0,0,1,27,50,W,L,W 95-68 vs. Utah Starzz,L 68-95 @ Cleveland Rockers
1997,1997-07-21,Phoenix Mercury,70,Sacramento Monarchs,57,0,13.0,-13.0,1,0,28,51,L,W,L 57-70 vs. Phoenix Mercury,W 70-57 @ Sacramento Monarchs
1997,1997-07-21,Los Angeles Sparks,64,Charlotte Sting,75,0,-11.0,11.0,0,1,28,52,W,L,W 75-64 vs. Los Angeles Sparks,L 64-75 @ Charlotte Sting
1997,1997-07-22,Utah Starzz,78,New York Liberty,71,0,7.0,-7.0,1,0,29,53,L,W,L 71-78 vs. Utah Starzz,W 78-71 @ New York Liberty
1997,1997-07-22,Houston Comets,77,Phoenix Mercury,69,0,8.0,-8.0,1,0,29,54,L,W,L 69-77 vs. Houston Comets,W 77-69 @ Phoenix Mercury
1997,1997-07-23,Cleveland Rockers,89,Los Angeles Sparks,85,0,4.0,-4.0,1,0,30,55,L,W,L 85-89 vs. Cleveland Rockers,W 89-85 @ Los Angeles Sparks
1997,1997-07-23,New York Liberty,65,Charlotte Sting,63,0,2.0,-2.0,1,0,30,56,L,W,L 63-65 vs. New York Liberty,W 65-63 @ Charlotte Sting
1997,1997-07-25,Los Angeles Sparks,86,Phoenix Mercury,83,0,3.0,-3.0,1,0,31,57,L,W,L 83-86 vs. Los Angeles Sparks,W 86-83 @ Phoenix Mercury
1997,1997-07-25,Houston Comets,86,Sacramento Monarchs,76,0,10.0,-10.0,1,0,31,58,L,W,L 76-86 vs. Houston Comets,W 86-76 @ Sacramento Monarchs
1997,1997-07-26,Charlotte Sting,64,New York Liberty,61,0,3.0,-3.0,1,0,32,59,L,W,L 61-64 vs. Charlotte Sting,W 64-61 @ New York Liberty
1997,1997-07-26,Cleveland Rockers,77,Utah Starzz,66,0,11.0,-11.0,1,0,32,60,L,W,L 66-77 vs. Cleveland Rockers,W 77-66 @ Utah Starzz
1997,1997-07-27,Los Angeles Sparks,84,Sacramento Monarchs,62,0,22.0,-22.0,1,0,33,61,L,W,L 62-84 vs. Los Angeles Sparks,W 84-62 @ Sacramento Monarchs
1997,1997-07-28,Cleveland Rockers,76,Phoenix Mercury,64,0,12.0,-12.0,1,0,34,62,L,W,L 64-76 vs. Cleveland Rockers,W 76-64 @ Phoenix Mercury
1997,1997-07-29,Cleveland Rockers,73,Houston Comets,64,0,9.0,-9.0,1,0,35,63,L,W,L 64-73 vs. Cleveland Rockers,W 73-64 @ Houston Comets
1997,1997-07-30,Utah Starzz,69,Los Angeles Sparks,91,0,-22.0,22.0,0,1,36,64,W,L,W 91-69 vs. Utah Starzz,L 69-91 @ Los Angeles Sparks
1997,1997-07-30,Phoenix Mercury,67,Charlotte Sting,68,0,-1.0,1.0,0,1,36,65,W,L,W 68-67 vs. Phoenix Mercury,L 67-68 @ Charlotte Sting
1997,1997-07-30,Sacramento Monarchs,68,New York Liberty,73,0,-5.0,5.0,0,1,36,66,W,L,W 73-68 vs. Sacramento Monarchs,L 68-73 @ New York Liberty
1997,1997-07-31,Phoenix Mercury,67,Cleveland Rockers,79,0,-12.0,12.0,0,1,37,67,W,L,W 79-67 vs. Phoenix Mercury,L 67-79 @ Cleveland Rockers
1997,1997-08-01,Sacramento Monarchs,61,Charlotte Sting,85,0,-24.0,24.0,0,1,38,68,W,L,W 85-61 vs. Sacramento Monarchs,L 61-85 @ Charlotte Sting
1997,1997-08-01,Houston Comets,81,Los Angeles Sparks,57,0,24.0,-24.0,1,0,38,69,L,W,L 57-81 vs. Houston Comets,W 81-57 @ Los Angeles Sparks
1997,1997-08-02,Houston Comets,63,Utah Starzz,74,0,-11.0,11.0,0,1,39,70,W,L,W 74-63 vs. Houston Comets,L 63-74 @ Utah Starzz
1997,1997-08-02,Sacramento Monarchs,51,Cleveland Rockers,72,0,-21.0,21.0,0,1,39,71,W,L,W 72-51 vs. Sacramento Monarchs,L 51-72 @ Cleveland Rockers
1997,1997-08-02,Phoenix Mercury,70,New York Liberty,80,0,-10.0,10.0,0,1,39,72,W,L,W 80-70 vs. Phoenix Mercury,L 70-80 @ New York Liberty
1997,1997-08-03,Charlotte Sting,77,Los Angeles Sparks,70,0,7.0,-7.0,1,0,40,73,L,W,L 70-77 vs. Charlotte Sting,W 77-70 @ Los Angeles Sparks
1997,1997-08-04,Sacramento Monarchs,60,Phoenix Mercury,83,0,-23.0,23.0,0,1,41,74,W,L,W 83-60 vs. Sacramento Monarchs,L 60-83 @ Phoenix Mercury
1997,1997-08-04,Charlotte Sting,70,Utah Starzz,73,0,-3.0,3.0,0,1,41,75,W,L,W 73-70 vs. Charlotte Sting,L 70-73 @ Utah Starzz
1997,1997-08-05,Houston Comets,76,Cleveland Rockers,66,0,10.0,-10.0,1,0,42,76,L,W,L 66-76 vs. Houston Comets,W 76-66 @ Cleveland Rockers
1997,1997-08-05,Los Angeles Sparks,67,New York Liberty,50,0,17.0,-17.0,1,0,42,77,L,W,L 50-67 vs. Los Angeles Sparks,W 67-50 @ New York Liberty
1997,1997-08-06,Charlotte Sting,64,Sacramento Monarchs,77,0,-13.0,13.0,0,1,43,78,W,L,W 77-64 vs. Charlotte Sting,L 64-77 @ Sacramento Monarchs
1997,1997-08-06,Utah Starzz,46,Phoenix Mercury,78,0,-32.0,32.0,0,1,43,79,W,L,W 78-46 vs. Utah Starzz,L 46-78 @ Phoenix Mercury
1997,1997-08-07,Phoenix Mercury,70,Houston Comets,74,0,-4.0,4.0,0,1,44,80,W,L,W 74-70 vs. Phoenix Mercury,L 70-74 @ Houston Comets
1997,1997-08-07,Los Angeles Sparks,87,Cleveland Rockers,84,0,3.0,-3.0,1,0,44,81,L,W,L 84-87 vs. Los Angeles Sparks,W 87-84 @ Cleveland Rockers
1997,1997-08-08,Utah Starzz,78,Sacramento Monarchs,93,0,-15.0,15.0,0,1,45,82,W,L,W 93-78 vs. Utah Starzz,L 78-93 @ Sacramento Monarchs
1997,1997-08-09,Los Angeles Sparks,71,Houston Comets,72,0,-1.0,1.0,0,1,46,83,W,L,W 72-71 vs. Los Angeles Sparks,L 71-72 @ Houston Comets
1997,1997-08-09,Phoenix Mercury,59,Charlotte Sting,79,0,-20.0,20.0,0,1,46,84,W,L,W 79-59 vs. Phoenix Mercury,L 59-79 @ Charlotte Sting
1997,1997-08-10,New York Liberty,69,Sacramento Monarchs,76,0,-7.0,7.0,0,1,47,85,W,L,W 76-69 vs. New York Liberty,L 69-76 @ Sacramento Monarchs
1997,1997-08-11,Cleveland Rockers,74,Utah Starzz,59,0,15.0,-15.0,1,0,48,86,L,W,L 59-74 vs. Cleveland Rockers,W 74-59 @ Utah Starzz
1997,1997-08-11,Houston Comets,72,Charlotte Sting,62,0,10.0,-10.0,1,0,48,87,L,W,L 62-72 vs. Houston Comets,W 72-62 @ Charlotte Sting
1997,1997-08-12,Utah Starzz,56,Houston Comets,76,0,-20.0,20.0,0,1,49,88,W,L,W 76-56 vs. Utah Starzz,L 56-76 @ Houston Comets
1997,1997-08-12,Cleveland Rockers,76,Sacramento Monarchs,81,0,-5.0,5.0,0,1,49,89,W,L,W 81-76 vs. Cleveland Rockers,L 76-81 @ Sacramento Monarchs
1997,1997-08-12,New York Liberty,67,Phoenix Mercury,77,0,-10.0,10.0,0,1,49,90,W,L,W 77-67 vs. New York Liberty,L 67-77 @ Phoenix Mercury
1997,1997-08-14,Cleveland Rockers,55,Phoenix Mercury,61,0,-6.0,6.0,0,1,50,91,W,L,W 61-55 vs. Cleveland Rockers,L 55-61 @ Phoenix Mercury
1997,1997-08-14,Sacramento Monarchs,51,Charlotte Sting,68,0,-17.0,17.0,0,1,50,92,W,L,W 68-51 vs. Sacramento Monarchs,L 51-68 @ Charlotte Sting
1997,1997-08-15,Sacramento Monarchs,63,New York Liberty,79,0,-16.0,16.0,0,1,51,93,W,L,W 79-63 vs. Sacramento Monarchs,L 63-79 @ New York Liberty
1997,1997-08-16,Los Angeles Sparks,74,Utah Starzz,64,0,10.0,-10.0,1,0,52,94,L,W,L 64-74 vs. Los Angeles Sparks,W 74-64 @ Utah Starzz
1997,1997-08-16,Houston Comets,71,Charlotte Sting,80,0,-9.0,9.0,0,1,52,95,W,L,W 80-71 vs. Houston Comets,L 71-80 @ Charlotte Sting
1997,1997-08-17,Charlotte Sting,49,Cleveland Rockers,81,0,-32.0,32.0,0,1,53,96,W,L,W 81-49 vs. Charlotte Sting,L 49-81 @ Cleveland Rockers
1997,1997-08-17,Houston Comets,70,New York Liberty,55,0,15.0,-15.0,1,0,53,97,L,W,L 55-70 vs. Houston Comets,W 70-55 @ New York Liberty
1997,1997-08-17,Utah Starzz,63,Phoenix Mercury,71,0,-8.0,8.0,0,1,53,98,W,L,W 71-63 vs. Utah Starzz,L 63-71 @ Phoenix Mercury
1997,1997-08-18,Phoenix Mercury,66,Los Angeles Sparks,75,0,-9.0,9.0,0,1,54,99,W,L,W 75-66 vs. Phoenix Mercury,L 66-75 @ Los Angeles Sparks
1997,1997-08-19,Charlotte Sting,69,Houston Comets,77,0,-8.0,8.0,0,1,55,100,W,L,W 77-69 vs. Charlotte Sting,L 69-77 @ Houston Comets
1997,1997-08-19,New York Liberty,75,Utah Starzz,81,0,-6.0,6.0,0,1,55,101,W,L,W 81-75 vs. New York Liberty,L 75-81 @ Utah Starzz
1997,1997-08-20,Phoenix Mercury,69,Sacramento Monarchs,54,0,15.0,-15.0,1,0,56,102,L,W,L 54-69 vs. Phoenix Mercury,W 69-54 @ Sacramento Monarchs
1997,1997-08-20,New York Liberty,76,Los Angeles Sparks,78,0,-2.0,2.0,0,1,56,103,W,L,W 78-76 vs. New York Liberty,L 76-78 @ Los Angeles Sparks
1997,1997-08-21,Cleveland Rockers,76,Houston Comets,75,0,1.0,-1.0,1,0,57,104,L,W,L 75-76 vs. Cleveland Rockers,W 76-75 @ Houston Comets
1997,1997-08-21,Charlotte Sting,66,Utah Starzz,56,0,10.0,-10.0,1,0,57,105,L,W,L 56-66 vs. Charlotte Sting,W 66-56 @ Utah Starzz
1997,1997-08-22,Sacramento Monarchs,77,Los Angeles Sparks,88,0,-11.0,11.0,0,1,58,106,W,L,W 88-77 vs. Sacramento Monarchs,L 77-88 @ Los Angeles Sparks
1997,1997-08-22,Charlotte Sting,63,Phoenix Mercury,78,0,-15.0,15.0,0,1,58,107,W,L,W 78-63 vs. Charlotte Sting,L 63-78 @ Phoenix Mercury
1997,1997-08-23,New York Liberty,71,Cleveland Rockers,72,0,-1.0,1.0,0,1,59,108,W,L,W 72-71 vs. New York Liberty,L 71-72 @ Cleveland Rockers
1997,1997-08-24,Cleveland Rockers,72,New York Liberty,79,0,-7.0,7.0,0,1,60,109,W,L,W 79-72 vs. Cleveland Rockers,L 72-79 @ New York Liberty
1997,1997-08-24,Los Angeles Sparks,68,Phoenix Mercury,73,0,-5.0,5.0,0,1,60,110,W,L,W 73-68 vs. Los Angeles Sparks,L 68-73 @ Phoenix Mercury
1997,1997-08-24,Utah Starzz,52,Charlotte Sting,70,0,-18.0,18.0,0,1,60,111,W,L,W 70-52 vs. Utah Starzz,L 52-70 @ Charlotte Sting
1997,1997-08-24,Sacramento Monarchs,68,Houston Comets,58,0,10.0,-10.0,1,0,60,112,L,W,L 58-68 vs. Sacramento Monarchs,W 68-58 @ Houston Comets
1997,1997-08-28,Charlotte Sting,54,Houston Comets,70,0,-16.0,16.0,0,1,61,113,W,L,W 70-54 vs. Charlotte Sting,L 54-70 @ Houston Comets
1997,1997-08-28,New York Liberty,59,Phoenix Mercury,41,0,18.0,-18.0,1,0,61,114,L,W,L 41-59 vs. New York Liberty,W 59-41 @ Phoenix Mercury
1997,1997-08-30,New York Liberty,51,Houston Comets,65,0,-14.0,14.0,0,1,62,115,W,L,W 65-51 vs. New York Liberty,L 51-65 @ Houston Comets
1998,1998-06-11,Los Angeles Sparks,89,Utah Starzz,83,0,6.0,-6.0,1,0,63,116,L,W,L 83-89 vs. Los Angeles Sparks,W 89-83 @ Utah Starzz
1998,1998-06-11,Phoenix Mercury,73,Sacramento Monarchs,70,0,3.0,-3.0,1,0,63,117,L,W,L 70-73 vs. Phoenix Mercury,W 73-70 @ Sacramento Monarchs
1998,1998-06-11,Washington Mystics,57,Charlotte Sting,83,0,-26.0,26.0,0,1,63,118,W,L,W 83-57 vs. Washington Mystics,L 57-83 @ Charlotte Sting
1998,1998-06-11,New York Liberty,71,Cleveland Rockers,78,0,-7.0,7.0,0,1,63,119,W,L,W 78-71 vs. New York Liberty,L 71-78 @ Cleveland Rockers
1998,1998-06-13,New York Liberty,62,Houston Comets,73,0,-11.0,11.0,0,1,64,120,W,L,W 73-62 vs. New York Liberty,L 62-73 @ Houston Comets
1998,1998-06-13,Washington Mystics,77,Utah Starzz,78,0,-1.0,1.0,0,1,64,121,W,L,W 78-77 vs. Washington Mystics,L 77-78 @ Utah Starzz
1998,1998-06-13,Charlotte Sting,78,Detroit Shock,69,0,9.0,-9.0,1,0,64,122,L,W,L 69-78 vs. Charlotte Sting,W 78-69 @ Detroit Shock
1998,1998-06-14,Los Angeles Sparks,60,Phoenix Mercury,70,0,-10.0,10.0,0,1,65,123,W,L,W 70-60 vs. Los Angeles Sparks,L 60-70 @ Phoenix Mercury
1998,1998-06-15,Washington Mystics,54,Phoenix Mercury,69,0,-15.0,15.0,0,1,66,124,W,L,W 69-54 vs. Washington Mystics,L 54-69 @ Phoenix Mercury
1998,1998-06-15,Houston Comets,79,Charlotte Sting,65,0,14.0,-14.0,1,0,66,125,L,W,L 65-79 vs. Houston Comets,W 79-65 @ Charlotte Sting
1998,1998-06-15,Cleveland Rockers,96,Detroit Shock,85,0,11.0,-11.0,1,0,66,126,L,W,L 85-96 vs. Cleveland Rockers,W 96-85 @ Detroit Shock
1998,1998-06-15,New York Liberty,60,Utah Starzz,71,0,-11.0,11.0,0,1,66,127,W,L,W 71-60 vs. New York Liberty,L 60-71 @ Utah Starzz
1998,1998-06-16,Los Angeles Sparks,69,Sacramento Monarchs,73,0,-4.0,4.0,0,1,67,128,W,L,W 73-69 vs. Los Angeles Sparks,L 69-73 @ Sacramento Monarchs
1998,1998-06-18,Detroit Shock,67,Charlotte Sting,71,0,-4.0,4.0,0,1,68,129,W,L,W 71-67 vs. Detroit Shock,L 67-71 @ Charlotte Sting
1998,1998-06-18,New York Liberty,64,Sacramento Monarchs,48,0,16.0,-16.0,1,0,68,130,L,W,L 48-64 vs. New York Liberty,W 64-48 @ Sacramento Monarchs
1998,1998-06-18,Cleveland Rockers,69,Houston Comets,87,0,-18.0,18.0,0,1,68,131,W,L,W 87-69 vs. Cleveland Rockers,L 69-87 @ Houston Comets
1998,1998-06-19,Utah Starzz,76,Washington Mystics,85,0,-9.0,9.0,0,1,69,132,W,L,W 85-76 vs. Utah Starzz,L 76-85 @ Washington Mystics
1998,1998-06-19,New York Liberty,75,Los Angeles Sparks,78,0,-3.0,3.0,0,1,69,133,W,L,W 78-75 vs. New York Liberty,L 75-78 @ Los Angeles Sparks
1998,1998-06-20,Detroit Shock,66,Cleveland Rockers,68,0,-2.0,2.0,0,1,70,134,W,L,W 68-66 vs. Detroit Shock,L 66-68 @ Cleveland Rockers
1998,1998-06-20,Houston Comets,79,Sacramento Monarchs,68,0,11.0,-11.0,1,0,70,135,L,W,L 68-79 vs. Houston Comets,W 79-68 @ Sacramento Monarchs
1998,1998-06-21,Houston Comets,79,Los Angeles Sparks,63,0,16.0,-16.0,1,0,71,136,L,W,L 63-79 vs. Houston Comets,W 79-63 @ Los Angeles Sparks
1998,1998-06-21,Utah Starzz,64,New York Liberty,68,0,-4.0,4.0,0,1,71,137,W,L,W 68-64 vs. Utah Starzz,L 64-68 @ New York Liberty
1998,1998-06-21,Detroit Shock,70,Washington Mystics,57,0,13.0,-13.0,1,0,71,138,L,W,L 57-70 vs. Detroit Shock,W 70-57 @ Washington Mystics
1998,1998-06-21,Charlotte Sting,72,Phoenix Mercury,71,0,1.0,-1.0,1,0,71,139,L,W,L 71-72 vs. Charlotte Sting,W 72-71 @ Phoenix Mercury
1998,1998-06-22,Utah Starzz,72,Cleveland Rockers,88,0,-16.0,16.0,0,1,72,140,W,L,W 88-72 vs. Utah Starzz,L 72-88 @ Cleveland Rockers
1998,1998-06-23,Cleveland Rockers,57,New York Liberty,59,0,-2.0,2.0,0,1,73,141,W,L,W 59-57 vs. Cleveland Rockers,L 57-59 @ New York Liberty
1998,1998-06-23,Sacramento Monarchs,57,Detroit Shock,61,0,-4.0,4.0,0,1,73,142,W,L,W 61-57 vs. Sacramento Monarchs,L 57-61 @ Detroit Shock
1998,1998-06-24,Houston Comets,66,Phoenix Mercury,69,0,-3.0,3.0,0,1,74,143,W,L,W 69-66 vs. Houston Comets,L 66-69 @ Phoenix Mercury
1998,1998-06-24,Charlotte Sting,77,Los Angeles Sparks,73,0,4.0,-4.0,1,0,74,144,L,W,L 73-77 vs. Charlotte Sting,W 77-73 @ Los Angeles Sparks
1998,1998-06-25,Washington Mystics,71,Detroit Shock,79,0,-8.0,8.0,0,1,75,145,W,L,W 79-71 vs. Washington Mystics,L 71-79 @ Detroit Shock
1998,1998-06-25,Charlotte Sting,91,Utah Starzz,83,0,8.0,-8.0,1,0,75,146,L,W,L 83-91 vs. Charlotte Sting,W 91-83 @ Utah Starzz
1998,1998-06-26,Sacramento Monarchs,48,New York Liberty,62,0,-14.0,14.0,0,1,76,147,W,L,W 62-48 vs. Sacramento Monarchs,L 48-62 @ New York Liberty
1998,1998-06-26,Utah Starzz,63,Phoenix Mercury,96,0,-33.0,33.0,0,1,76,148,W,L,W 96-63 vs. Utah Starzz,L 63-96 @ Phoenix Mercury
1998,1998-06-27,Sacramento Monarchs,50,Charlotte Sting,58,0,-8.0,8.0,0,1,77,149,W,L,W 58-50 vs. Sacramento Monarchs,L 50-58 @ Charlotte Sting
1998,1998-06-27,Detroit Shock,84,Cleveland Rockers,73,0,11.0,-11.0,1,0,77,150,L,W,L 73-84 vs. Detroit Shock,W 84-73 @ Cleveland Rockers
1998,1998-06-27,Los Angeles Sparks,64,Houston Comets,75,0,-11.0,11.0,0,1,77,151,W,L,W 75-64 vs. Los Angeles Sparks,L 64-75 @ Houston Comets
1998,1998-06-28,Phoenix Mercury,86,Washington Mystics,69,0,17.0,-17.0,1,0,78,152,L,W,L 69-86 vs. Phoenix Mercury,W 86-69 @ Washington Mystics
1998,1998-06-29,Charlotte Sting,49,Detroit Shock,60,0,-11.0,11.0,0,1,79,153,W,L,W 60-49 vs. Charlotte Sting,L 49-60 @ Detroit Shock
1998,1998-06-29,Phoenix Mercury,68,New York Liberty,71,0,-3.0,3.0,0,1,79,154,W,L,W 71-68 vs. Phoenix Mercury,L 68-71 @ New York Liberty
