ranking_id,ranking_date,season,name,rating,rank
56.0,1997-08-20,1997.0,New York Liberty,-0.3676205719136066,6
56.0,1997-08-20,1997.0,Phoenix Mercury,0.3905497305575733,5
56.0,1997-08-20,1997.0,Sacramento Monarchs,-1.6846313732654803,7
56.0,1997-08-20,1997.0,Utah Starzz,-1.9742687294080727,8
57.0,1997-08-21,1997.0,Charlotte Sting,0.564692422378129,4
57.0,1997-08-21,1997.0,Cleveland Rockers,1.0484785479775325,2
57.0,1997-08-21,1997.0,Houston Comets,1.3475242283886764,1
57.0,1997-08-21,1997.0,Los Angeles Sparks,0.8433841886433057,3
57.0,1997-08-21,1997.0,New York Liberty,-0.3867705682520802,6
57.0,1997-08-21,1997.0,Phoenix Mercury,0.3593605646329526,5
57.0,1997-08-21,1997.0,Sacramento Monarchs,-1.7121087203066487,7
57.0,1997-08-21,1997.0,Utah Starzz,-2.0645606634618674,8
58.0,1997-08-22,1997.0,Charlotte Sting,0.2633719410912308,5
58.0,1997-08-22,1997.0,Cleveland Rockers,1.0466921760900338,2
58.0,1997-08-22,1997.0,Houston Comets,1.4184018010057051,1
58.0,1997-08-22,1997.0,Los Angeles Sparks,0.9735305201462148,3
58.0,1997-08-22,1997.0,New York Liberty,-0.4071735203905156,6
58.0,1997-08-22,1997.0,Phoenix Mercury,0.5808488858597948,4
58.0,1997-08-22,1997.0,Sacramento Monarchs,-1.7776981793668711,7
58.0,1997-08-22,1997.0,Utah Starzz,-2.097973624435594,8
59.0,1997-08-23,1997.0,Charlotte Sting,0.2066002823557847,5
59.0,1997-08-23,1997.0,Cleveland Rockers,1.0568373754065947,2
59.0,1997-08-23,1997.0,Houston Comets,1.3687281797214488,1
59.0,1997-08-23,1997.0,Los Angeles Sparks,0.9571751334214188,3
59.0,1997-08-23,1997.0,New York Liberty,-0.4621064759750363,6
59.0,1997-08-23,1997.0,Phoenix Mercury,0.5974250485328013,4
59.0,1997-08-23,1997.0,Sacramento Monarchs,-1.7083861343250637,7
59.0,1997-08-23,1997.0,Utah Starzz,-2.0162734091379444,8
60.0,1997-08-24,1997.0,Charlotte Sting,0.3944032932325133,5
60.0,1997-08-24,1997.0,Cleveland Rockers,0.8082413244517775,2
60.0,1997-08-24,1997.0,Houston Comets,0.9800063806577404,1
60.0,1997-08-24,1997.0,Los Angeles Sparks,0.7554910140329403,3
60.0,1997-08-24,1997.0,New York Liberty,-0.245424715810792,6
60.0,1997-08-24,1997.0,Phoenix Mercury,0.7314787942724228,4
60.0,1997-08-24,1997.0,Sacramento Monarchs,-1.2945384203238135,7
60.0,1997-08-24,1997.0,Utah Starzz,-2.1296576705127888,8
61.0,1997-08-28,1997.0,Charlotte Sting,0.1564344604348324,5
61.0,1997-08-28,1997.0,Cleveland Rockers,0.793512408544284,2
61.0,1997-08-28,1997.0,Houston Comets,1.228890242153737,1
61.0,1997-08-28,1997.0,Los Angeles Sparks,0.7257052359891216,3
61.0,1997-08-28,1997.0,New York Liberty,0.0331050630716219,6
61.0,1997-08-28,1997.0,Phoenix Mercury,0.3573764444819221,4
61.0,1997-08-28,1997.0,Sacramento Monarchs,-1.2063457601659229,7
61.0,1997-08-28,1997.0,Utah Starzz,-2.088678094509596,8
62.0,1997-08-30,1997.0,Charlotte Sting,0.1452864926332685,5
62.0,1997-08-30,1997.0,Cleveland Rockers,0.7618423856507986,2
62.0,1997-08-30,1997.0,Houston Comets,1.3992838059808264,1
62.0,1997-08-30,1997.0,Los Angeles Sparks,0.709879982522464,3
62.0,1997-08-30,1997.0,New York Liberty,-0.1907340119842328,6
62.0,1997-08-30,1997.0,Phoenix Mercury,0.4152556741015962,4
62.0,1997-08-30,1997.0,Sacramento Monarchs,-1.139072594747064,7
62.0,1997-08-30,1997.0,Utah Starzz,-2.10174173415766,8
63.0,1998-06-11,1998.0,Charlotte Sting,1.1874615140986653,5
63.0,1998-06-11,1998.0,Cleveland Rockers,1.9195381611432267,2
63.0,1998-06-11,1998.0,Houston Comets,2.476615898695607,1
63.0,1998-06-11,1998.0,Los Angeles Sparks,1.8657965569895387,3
63.0,1998-06-11,1998.0,New York Liberty,0.6739999916008258,6
63.0,1998-06-11,1998.0,Phoenix Mercury,1.541346361725236,4
63.0,1998-06-11,1998.0,Sacramento Monarchs,-0.0982257918989918,7
63.0,1998-06-11,1998.0,Utah Starzz,-1.05595574776601,8
63.0,1998-06-11,1998.0,Washington Mystics,-8.510576944588106,9
64.0,1998-06-13,1998.0,Charlotte Sting,1.4705059087196632,5
64.0,1998-06-13,1998.0,Cleveland Rockers,2.0968765177490054,2
64.0,1998-06-13,1998.0,Detroit Shock,-5.029494091280338,9
64.0,1998-06-13,1998.0,Houston Comets,2.807624270480267,1
64.0,1998-06-13,1998.0,Los Angeles Sparks,2.0907764753649283,3
64.0,1998-06-13,1998.0,New York Liberty,0.7936435329138735,6
64.0,1998-06-13,1998.0,Phoenix Mercury,1.7400175814298249,4
64.0,1998-06-13,1998.0,Sacramento Monarchs,0.1846871960949025,7
64.0,1998-06-13,1998.0,Utah Starzz,-0.925234148340684,8
64.0,1998-06-13,1998.0,Washington Mystics,-5.229403243131441,10
65.0,1998-06-14,1998.0,Charlotte Sting,1.4387130190236292,5
65.0,1998-06-14,1998.0,Cleveland Rockers,2.10633259273445,2
65.0,1998-06-14,1998.0,Detroit Shock,-4.931292731585458,9
65.0,1998-06-14,1998.0,Houston Comets,2.720052872937861,1
65.0,1998-06-14,1998.0,Los Angeles Sparks,1.824299472353164,4
65.0,1998-06-14,1998.0,New York Liberty,0.7801412303734118,6
65.0,1998-06-14,1998.0,Phoenix Mercury,1.888801916828846,3
65.0,1998-06-14,1998.0,Sacramento Monarchs,0.1540931398712026,7
65.0,1998-06-14,1998.0,Utah Starzz,-0.873622833321772,8
65.0,1998-06-14,1998.0,Washington Mystics,-5.10751867921533,10
66.0,1998-06-15,1998.0,Charlotte Sting,1.1666225587292012,5
66.0,1998-06-15,1998.0,Cleveland Rockers,2.065010685877021,2
66.0,1998-06-15,1998.0,Detroit Shock,-5.070808168052289,9
66.0,1998-06-15,1998.0,Houston Comets,2.9527610395187955,1
66.0,1998-06-15,1998.0,Los Angeles Sparks,1.841677355650891,4
66.0,1998-06-15,1998.0,New York Liberty,0.4790068240745779,6
66.0,1998-06-15,1998.0,Phoenix Mercury,1.9326379002666805,3
66.0,1998-06-15,1998.0,Sacramento Monarchs,0.2627943531593857,7
66.0,1998-06-15,1998.0,Utah Starzz,-0.5465611821748642,8
66.0,1998-06-15,1998.0,Washington Mystics,-5.083141367049416,10
67.0,1998-06-16,1998.0,Charlotte Sting,1.1610545532821794,5
67.0,1998-06-16,1998.0,Cleveland Rockers,2.010321316038237,2
67.0,1998-06-16,1998.0,Detroit Shock,-4.964605743588645,9
67.0,1998-06-16,1998.0,Houston Comets,2.917140048851892,1
67.0,1998-06-16,1998.0,Los Angeles Sparks,1.6087167847560897,4
67.0,1998-06-16,1998.0,New York Liberty,0.4310457331193722,7
67.0,1998-06-16,1998.0,Phoenix Mercury,1.853392140288016,3
67.0,1998-06-16,1998.0,Sacramento Monarchs,0.4855128199766861,6
67.0,1998-06-16,1998.0,Utah Starzz,-0.5222371554136468,8
67.0,1998-06-16,1998.0,Washington Mystics,-4.98034049731018,10
68.0,1998-06-18,1998.0,Charlotte Sting,1.0505004858862497,5
68.0,1998-06-18,1998.0,Cleveland Rockers,1.727292201066012,2
68.0,1998-06-18,1998.0,Detroit Shock,-4.166545285565788,9
68.0,1998-06-18,1998.0,Houston Comets,2.995450845901177,1
68.0,1998-06-18,1998.0,Los Angeles Sparks,1.4835646171064525,4
68.0,1998-06-18,1998.0,New York Liberty,0.593954367073833,6
68.0,1998-06-18,1998.0,Phoenix Mercury,1.7020971055051808,3
68.0,1998-06-18,1998.0,Sacramento Monarchs,0.0716859806645482,7
68.0,1998-06-18,1998.0,Utah Starzz,-0.5155569757475132,8
68.0,1998-06-18,1998.0,Washington Mystics,-4.942443341890137,10
69.0,1998-06-19,1998.0,Charlotte Sting,0.8472358702048821,5
69.0,1998-06-19,1998.0,Cleveland Rockers,1.4215351019385918,3
69.0,1998-06-19,1998.0,Detroit Shock,-4.289747981503071,10
69.0,1998-06-19,1998.0,Houston Comets,2.664929941215615,1
69.0,1998-06-19,1998.0,Los Angeles Sparks,1.364701746819696,4
69.0,1998-06-19,1998.0,New York Liberty,0.2477370398783896,6
69.0,1998-06-19,1998.0,Phoenix Mercury,1.5240010455818311,2
69.0,1998-06-19,1998.0,Sacramento Monarchs,-0.1020383476783398,7
69.0,1998-06-19,1998.0,Utah Starzz,-0.9815270769371278,8
69.0,1998-06-19,1998.0,Washington Mystics,-2.696827339520465,9
70.0,1998-06-20,1998.0,Charlotte Sting,0.7889300371561724,5
70.0,1998-06-20,1998.0,Cleveland Rockers,1.268118025926189,3
70.0,1998-06-20,1998.0,Detroit Shock,-3.464230297897525,10
70.0,1998-06-20,1998.0,Houston Comets,2.7514298853599453,1
70.0,1998-06-20,1998.0,Los Angeles Sparks,1.2444221177448092,4
70.0,1998-06-20,1998.0,New York Liberty,0.1324567872695158,6
70.0,1998-06-20,1998.0,Phoenix Mercury,1.473366377514595,2
70.0,1998-06-20,1998.0,Sacramento Monarchs,-0.3978537158094155,7
70.0,1998-06-20,1998.0,Utah Starzz,-1.0853749543723048,8
70.0,1998-06-20,1998.0,Washington Mystics,-2.711264262891961,9
71.0,1998-06-21,1998.0,Charlotte Sting,0.9367891879676226,4
71.0,1998-06-21,1998.0,Cleveland Rockers,1.3450753124038266,2
71.0,1998-06-21,1998.0,Detroit Shock,-1.881358333767063,9
71.0,1998-06-21,1998.0,Houston Comets,2.926847203060968,1
71.0,1998-06-21,1998.0,Los Angeles Sparks,0.9216826980620136,5
71.0,1998-06-21,1998.0,New York Liberty,0.1714141305926721,6
71.0,1998-06-21,1998.0,Phoenix Mercury,1.2611360648026702,3
71.0,1998-06-21,1998.0,Sacramento Monarchs,-0.3682754141386868,7
71.0,1998-06-21,1998.0,Utah Starzz,-1.213470667162817,8
71.0,1998-06-21,1998.0,Washington Mystics,-4.099840181821202,10
72.0,1998-06-22,1998.0,Charlotte Sting,0.908429826026418,4
72.0,1998-06-22,1998.0,Cleveland Rockers,1.530099187016272,2
72.0,1998-06-22,1998.0,Detroit Shock,-1.7761169721584928,9
72.0,1998-06-22,1998.0,Houston Comets,3.0163157707317536,1
72.0,1998-06-22,1998.0,Los Angeles Sparks,0.8984088356265559,5
72.0,1998-06-22,1998.0,New York Liberty,0.1056779122195241,6
72.0,1998-06-22,1998.0,Phoenix Mercury,1.2417816018248755,3
72.0,1998-06-22,1998.0,Sacramento Monarchs,-0.2984976360143329,7
72.0,1998-06-22,1998.0,Utah Starzz,-1.504123389651027,8
72.0,1998-06-22,1998.0,Washington Mystics,-4.121975135621536,10
73.0,1998-06-23,1998.0,Charlotte Sting,0.8408172992037167,4
73.0,1998-06-23,1998.0,Cleveland Rockers,1.346488819389676,2
73.0,1998-06-23,1998.0,Detroit Shock,-1.002818994524641,8
73.0,1998-06-23,1998.0,Houston Comets,2.8231042767212697,1
73.0,1998-06-23,1998.0,Los Angeles Sparks,0.8143833564288294,5
73.0,1998-06-23,1998.0,New York Liberty,0.0699783523282313,6
73.0,1998-06-23,1998.0,Phoenix Mercury,1.103147251726347,3
73.0,1998-06-23,1998.0,Sacramento Monarchs,-0.5648774927637114,7
73.0,1998-06-23,1998.0,Utah Starzz,-1.504234698208077,9
73.0,1998-06-23,1998.0,Washington Mystics,-3.925988170301637,10
74.0,1998-06-24,1998.0,Charlotte Sting,1.049544454482203,4
74.0,1998-06-24,1998.0,Cleveland Rockers,1.264261852917995,3
74.0,1998-06-24,1998.0,Detroit Shock,-0.9080449408871212,8
74.0,1998-06-24,1998.0,Houston Comets,2.642521223675665,1
74.0,1998-06-24,1998.0,Los Angeles Sparks,0.5187548897533976,5
74.0,1998-06-24,1998.0,New York Liberty,0.0233163965620525,6
74.0,1998-06-24,1998.0,Phoenix Mercury,1.2932756174678968,2
74.0,1998-06-24,1998.0,Sacramento Monarchs,-0.5799277505488776,7
74.0,1998-06-24,1998.0,Utah Starzz,-1.5433947441220224,9
74.0,1998-06-24,1998.0,Washington Mystics,-3.760306999301196,10
75.0,1998-06-25,1998.0,Charlotte Sting,1.150214546510326,4
75.0,1998-06-25,1998.0,Cleveland Rockers,1.217319027012846,3
75.0,1998-06-25,1998.0,Detroit Shock,-0.5993730191211432,8
75.0,1998-06-25,1998.0,Houston Comets,2.580249817526792,1
75.0,1998-06-25,1998.0,Los Angeles Sparks,0.5120445264527117,5
75.0,1998-06-25,1998.0,New York Liberty,0.0723685947252163,6
75.0,1998-06-25,1998.0,Phoenix Mercury,1.2736902199527196,2
75.0,1998-06-25,1998.0,Sacramento Monarchs,-0.4932263642389256,7
75.0,1998-06-25,1998.0,Utah Starzz,-1.70145166194993,9
75.0,1998-06-25,1998.0,Washington Mystics,-4.011835686870616,10
76.0,1998-06-26,1998.0,Charlotte Sting,1.1220028921342269,4
76.0,1998-06-26,1998.0,Cleveland Rockers,1.179181144644451,3
76.0,1998-06-26,1998.0,Detroit Shock,-0.6357914111379609,7
76.0,1998-06-26,1998.0,Houston Comets,2.628983297075685,1
76.0,1998-06-26,1998.0,Los Angeles Sparks,0.5290609738812361,5
76.0,1998-06-26,1998.0,New York Liberty,0.2869930858453235,6
76.0,1998-06-26,1998.0,Phoenix Mercury,1.5349911674756638,2
76.0,1998-06-26,1998.0,Sacramento Monarchs,-0.760772022880115,8
76.0,1998-06-26,1998.0,Utah Starzz,-1.9145342561588776,9
76.0,1998-06-26,1998.0,Washington Mystics,-3.970114870879629,10
77.0,1998-06-27,1998.0,Charlotte Sting,1.15069051016852,3
77.0,1998-06-27,1998.0,Cleveland Rockers,0.8593818397489748,4
77.0,1998-06-27,1998.0,Detroit Shock,0.4453490381687787,5
77.0,1998-06-27,1998.0,Houston Comets,2.5394050167085607,1
77.0,1998-06-27,1998.0,Los Angeles Sparks,0.203244990841858,6
77.0,1998-06-27,1998.0,New York Liberty,0.0924552602814776,7
77.0,1998-06-27,1998.0,Phoenix Mercury,1.3524440517557277,2
77.0,1998-06-27,1998.0,Sacramento Monarchs,-0.943444587702035,8
77.0,1998-06-27,1998.0,Utah Starzz,-2.091275236930745,9
77.0,1998-06-27,1998.0,Washington Mystics,-3.6082508830411215,10
78.0,1998-06-28,1998.0,Charlotte Sting,1.1931214681302844,3
78.0,1998-06-28,1998.0,Cleveland Rockers,0.8682503136676739,4
78.0,1998-06-28,1998.0,Detroit Shock,0.3543070398474963,5
78.0,1998-06-28,1998.0,Houston Comets,2.5261549516707182,1
78.0,1998-06-28,1998.0,Los Angeles Sparks,0.2277571125999753,6
78.0,1998-06-28,1998.0,New York Liberty,0.1638471396074238,7
78.0,1998-06-28,1998.0,Phoenix Mercury,1.5721760835976408,2
78.0,1998-06-28,1998.0,Sacramento Monarchs,-0.9117770270530068,8
78.0,1998-06-28,1998.0,Utah Starzz,-1.9902423004460164,9
78.0,1998-06-28,1998.0,Washington Mystics,-4.003594781622197,10
79.0,1998-06-29,1998.0,Charlotte Sting,0.927771719537411,4
79.0,1998-06-29,1998.0,Cleveland Rockers,0.8938107824192136,5
79.0,1998-06-29,1998.0,Detroit Shock,0.990491847031559,3
79.0,1998-06-29,1998.0,Houston Comets,2.5447079929320484,1
79.0,1998-06-29,1998.0,Los Angeles Sparks,0.1704397475825189,7
79.0,1998-06-29,1998.0,New York Liberty,0.3799854985242953,6
79.0,1998-06-29,1998.0,Phoenix Mercury,1.2938307601558745,2
79.0,1998-06-29,1998.0,Sacramento Monarchs,-0.8551558861611533,8
79.0,1998-06-29,1998.0,Utah Starzz,-2.090858435009063,9
79.0,1998-06-29,1998.0,Washington Mystics,-4.255024027012711,10
80.0,1998-06-30,1998.0,Charlotte Sting,0.9258973039522675,4
80.0,1998-06-30,1998.0,Cleveland Rockers,0.8761451188824443,5
80.0,1998-06-30,1998.0,Detroit Shock,1.0047420501498443,3
80.0,1998-06-30,1998.0,Houston Comets,2.413941351700489,1
80.0,1998-06-30,1998.0,Los Angeles Sparks,-0.0228260374454271,7
80.0,1998-06-30,1998.0,New York Liberty,0.360513022114837,6
80.0,1998-06-30,1998.0,Phoenix Mercury,1.2584322485936283,2
80.0,1998-06-30,1998.0,Sacramento Monarchs,-0.6961534941167968,8
80.0,1998-06-30,1998.0,Utah Starzz,-1.981328395979198,9
80.0,1998-06-30,1998.0,Washington Mystics,-4.139363167852079,10
81.0,1998-07-01,1998.0,Charlotte Sting,0.917873561184046,5
81.0,1998-07-01,1998.0,Cleveland Rockers,0.9494916515391362,4
81.0,1998-07-01,1998.0,Detroit Shock,1.6624756225868318,2
81.0,1998-07-01,1998.0,Houston Comets,2.389334078633333,1
81.0,1998-07-01,1998.0,Los Angeles Sparks,-0.184414728580564,7
81.0,1998-07-01,1998.0,New York Liberty,0.0508028373504577,6
81.0,1998-07-01,1998.0,Phoenix Mercury,1.1953472322332,3
81.0,1998-07-01,1998.0,Sacramento Monarchs,-0.8422448594589004,8
81.0,1998-07-01,1998.0,Utah Starzz,-1.9686233227873315,9
81.0,1998-07-01,1998.0,Washington Mystics,-4.170042072700207,10
82.0,1998-07-02,1998.0,Charlotte Sting,0.9504980410188296,4
82.0,1998-07-02,1998.0,Cleveland Rockers,0.7057952080187306,5
82.0,1998-07-02,1998.0,Detroit Shock,1.5943465623782738,2
82.0,1998-07-02,1998.0,Houston Comets,2.2940351296913883,1
82.0,1998-07-02,1998.0,Los Angeles Sparks,-0.3580132269973624,7
82.0,1998-07-02,1998.0,New York Liberty,0.0194561309533602,6
82.0,1998-07-02,1998.0,Phoenix Mercury,1.4481093830975802,3
82.0,1998-07-02,1998.0,Sacramento Monarchs,-0.8042313780352186,8
82.0,1998-07-02,1998.0,Utah Starzz,-1.83176816656094,9
82.0,1998-07-02,1998.0,Washington Mystics,-4.018227683564644,10
83.0,1998-07-03,1998.0,Charlotte Sting,0.933291250878634,4
83.0,1998-07-03,1998.0,Cleveland Rockers,0.7050301226319772,5
83.0,1998-07-03,1998.0,Detroit Shock,1.514087607281356,2
83.0,1998-07-03,1998.0,Houston Comets,2.420406350756239,1
83.0,1998-07-03,1998.0,Los Angeles Sparks,-0.2942259240348486,7
83.0,1998-07-03,1998.0,New York Liberty,0.1739140835962554,6
83.0,1998-07-03,1998.0,Phoenix Mercury,1.4293421865128908,3
83.0,1998-07-03,1998.0,Sacramento Monarchs,-0.915590905356022,8
83.0,1998-07-03,1998.0,Utah Starzz,-1.7313355444551417,9
83.0,1998-07-03,1998.0,Washington Mystics,-4.234919227811338,10
84.0,1998-07-04,1998.0,Charlotte Sting,1.0043956440858968,4
84.0,1998-07-04,1998.0,Cleveland Rockers,0.6263890854969333,5
84.0,1998-07-04,1998.0,Detroit Shock,1.4989521503781036,2
84.0,1998-07-04,1998.0,Houston Comets,2.349913952286945,1
84.0,1998-07-04,1998.0,Los Angeles Sparks,-0.2978265645429445,7
84.0,1998-07-04,1998.0,New York Liberty,0.1619089920822375,6
84.0,1998-07-04,1998.0,Phoenix Mercury,1.3241141604666402,3
84.0,1998-07-04,1998.0,Sacramento Monarchs,-0.8723721276236066,8
84.0,1998-07-04,1998.0,Utah Starzz,-1.6597664367148734,9
84.0,1998-07-04,1998.0,Washington Mystics,-4.135708855915331,10
85.0,1998-07-05,1998.0,Charlotte Sting,0.978856884387968,4
85.0,1998-07-05,1998.0,Cleveland Rockers,0.5079160675872788,5
85.0,1998-07-05,1998.0,Detroit Shock,1.4721502874439436,2
85.0,1998-07-05,1998.0,Houston Comets,2.3259765135427743,1
85.0,1998-07-05,1998.0,Los Angeles Sparks,-0.3114174546474252,7
85.0,1998-07-05,1998.0,New York Liberty,0.1035497420816918,6
85.0,1998-07-05,1998.0,Phoenix Mercury,1.2768413220211354,3
85.0,1998-07-05,1998.0,Sacramento Monarchs,-0.7384969638774405,8
85.0,1998-07-05,1998.0,Utah Starzz,-1.7031083789646242,9
85.0,1998-07-05,1998.0,Washington Mystics,-3.912268019575301,10
86.0,1998-07-06,1998.0,Charlotte Sting,0.949704725318113,4
86.0,1998-07-06,1998.0,Cleveland Rockers,0.2276146044954042,6
86.0,1998-07-06,1998.0,Detroit Shock,1.0037643434231909,3
86.0,1998-07-06,1998.0,Houston Comets,2.506452282945042,1
86.0,1998-07-06,1998.0,Los Angeles Sparks,-0.1589584405898028,7
86.0,1998-07-06,1998.0,New York Liberty,0.2950595857534724,5
86.0,1998-07-06,1998.0,Phoenix Mercury,1.2950467891310002,2
86.0,1998-07-06,1998.0,Sacramento Monarchs,-0.8510797669595126,8
86.0,1998-07-06,1998.0,Utah Starzz,-1.4537169730779749,9
86.0,1998-07-06,1998.0,Washington Mystics,-3.813887150438932,10
87.0,1998-07-07,1998.0,Charlotte Sting,0.7112145287989305,4
87.0,1998-07-07,1998.0,Cleveland Rockers,0.1559832015914133,6
87.0,1998-07-07,1998.0,Detroit Shock,0.9151615754391104,3
87.0,1998-07-07,1998.0,Houston Comets,2.419186267931312,1
87.0,1998-07-07,1998.0,Los Angeles Sparks,0.1128317935301213,7
87.0,1998-07-07,1998.0,New York Liberty,0.3245485482214492,5
87.0,1998-07-07,1998.0,Phoenix Mercury,1.2981647243814218,2
87.0,1998-07-07,1998.0,Sacramento Monarchs,-0.8089610994149502,8
87.0,1998-07-07,1998.0,Utah Starzz,-1.3911133572924128,9
87.0,1998-07-07,1998.0,Washington Mystics,-3.737016183186389,10
88.0,1998-07-08,1998.0,Charlotte Sting,0.9456697680289664,3
88.0,1998-07-08,1998.0,Cleveland Rockers,0.2626280517056444,5
88.0,1998-07-08,1998.0,Detroit Shock,0.6882697829293009,4
88.0,1998-07-08,1998.0,Houston Comets,2.762045267946648,1
88.0,1998-07-08,1998.0,Los Angeles Sparks,-0.1905106833828757,7
88.0,1998-07-08,1998.0,New York Liberty,0.0522971067716877,6
88.0,1998-07-08,1998.0,Phoenix Mercury,1.3641417675287997,2
88.0,1998-07-08,1998.0,Sacramento Monarchs,-0.5858803977231937,8
88.0,1998-07-08,1998.0,Utah Starzz,-1.4386233797344024,9
88.0,1998-07-08,1998.0,Washington Mystics,-3.86003728407057,10
89.0,1998-07-09,1998.0,Charlotte Sting,0.9504596176108612,3
89.0,1998-07-09,1998.0,Cleveland Rockers,0.2963505058723897,4
89.0,1998-07-09,1998.0,Detroit Shock,0.0800291256134133,5
89.0,1998-07-09,1998.0,Houston Comets,3.1720471148759377,1
89.0,1998-07-09,1998.0,Los Angeles Sparks,-0.1159690230517917,7
89.0,1998-07-09,1998.0,New York Liberty,0.0544433603279357,6
89.0,1998-07-09,1998.0,Phoenix Mercury,1.3918090393446074,2
89.0,1998-07-09,1998.0,Sacramento Monarchs,-0.5367348602307562,8
89.0,1998-07-09,1998.0,Utah Starzz,-1.4821212300133508,9
89.0,1998-07-09,1998.0,Washington Mystics,-3.8103136503492494,10
90.0,1998-07-10,1998.0,Charlotte Sting,1.1574542868068542,3
90.0,1998-07-10,1998.0,Cleveland Rockers,0.0120417417344994,6
90.0,1998-07-10,1998.0,Detroit Shock,0.0700691886305991,4
90.0,1998-07-10,1998.0,Houston Comets,3.064411605756193,1
90.0,1998-07-10,1998.0,Los Angeles Sparks,-0.1659405324129336,7
90.0,1998-07-10,1998.0,New York Liberty,0.0258240365046527,5
90.0,1998-07-10,1998.0,Phoenix Mercury,1.5838938091241714,2
90.0,1998-07-10,1998.0,Sacramento Monarchs,-0.6703603443119516,8
90.0,1998-07-10,1998.0,Utah Starzz,-1.3832317723636902,9
90.0,1998-07-10,1998.0,Washington Mystics,-3.694162019468404,10
91.0,1998-07-11,1998.0,Charlotte Sting,1.1577760406561617,3
91.0,1998-07-11,1998.0,Cleveland Rockers,-0.0193108159529775,5
91.0,1998-07-11,1998.0,Detroit Shock,-0.6953122565150403,7
91.0,1998-07-11,1998.0,Houston Comets,2.9258202077015545,1
